user_id,hashtag,no_of_uses
6790081948297036805,duet,3
6635722863121448966,alligator,2
6635722863121448966,textreaction,4
6635722863121448966,blm,17
6635722863121448966,bluelivesmatter,7
6635722863121448966,thriftshop,2
6635722863121448966,black,2
6635722863121448966,redlivesmatter,2
6635722863121448966,trump,6
6635722863121448966,patichallenge,2
6635722863121448966,trumo2020,2
6635722863121448966,blackconservative,4
6635722863121448966,skatelife,2
6635722863121448966,alllivesmatterwhenblacklivesmatter,6
6635722863121448966,blackpeoplebelike,2
6635722863121448966,florida,2
6635722863121448966,duet,30
6635722863121448966,foryoupage,2
6635722863121448966,realityripple,22
6635722863121448966,whitepeople,2
6635722863121448966,police,3
6635722863121448966,fyp,13
6635722863121448966,whitepeoplebelike,6
6635722863121448966,maga,2
6635722863121448966,race,2
6635722863121448966,fy,4
6635722863121448966,trump2020,5
6635722863121448966,alllivesmatter,17
6635722863121448966,fypppppppppppppp,3
6635722863121448966,fypシ,2
6635722863121448966,okboomer,2
6635722863121448966,feelinggood,2
6635722863121448966,xyzbca,4
6635722863121448966,blacklivesmattermovement,6
6635722863121448966,whitelivesmatter,17
6635722863121448966,blacklivesmatter,22
6635722863121448966,blmprotest,2
6635722863121448966,oneloveoneheart,4
6811504059167572998,blacklivesmovement,2
6811504059167572998,brownlivesmatter,3
6811504059167572998,blm,2
6811504059167572998,gardenproject,2
6811504059167572998,foryou,6
6811504059167572998,blacklivesmatter,9
6811504059167572998,duet,7
6811504059167572998,foryoupage,8
6811504059167572998,alllivesmatter,4
6820935414741697542,foryou,2
6820935414741697542,blm,2
6820935414741697542,duet,2
6820935414741697542,fyp,3
6609856040766226437,duet,3
6609856040766226437,fyp,3
6609856040766226437,pnw,2
6698169938647385094,duet,6
6807188371312755718,blm,2
6819003395828237318,algorithm,2
6819003395828237318,tiktok,3
6819003395828237318,blm,4
6819003395828237318,beyourselfchallenge,2
6819003395828237318,allies,2
6819003395828237318,poc,2
6819003395828237318,xyzbca,2
6819003395828237318,skitzngigglez,2
6819003395828237318,duet,5
6819003395828237318,snoozzzapalooza,2
6546093502420516866,fyp,2
6812487226409780229,duet,4
6777076978288002053,foryoupage,2
6777076978288002053,fypシ,2
6837260163281323013,viral,2
6825416808222000133,blacklivesmatter,3
6825416808222000133,duet,5
6825416808222000133,blmmovement,2
6825416808222000133,foryoupage,2
6825416808222000133,fyp,3
111432202151665664,duet,5
6613382877349265413,blacklivesmatter,3
6613382877349265413,duet,3
6613382877349265413,viral,2
6613382877349265413,fyp,3
6806373987711648774,blm,3
6806373987711648774,duet,7
6806373987711648774,vile,2
6806373987711648774,rip,2
6806373987711648774,alllivesmatterwhenblacklivesmatter,2
6806373987711648774,disgusting,2
6682515059450889222,duet,4
6629839492139532293,algorithm,3
6629839492139532293,fyp,10
6629839492139532293,california,2
6629839492139532293,xyzbca,3
6629839492139532293,whitelivesmatter,3
6629839492139532293,foryou,3
6629839492139532293,blacklivesmatter,6
6629839492139532293,duet,8
6629839492139532293,florida,2
6629839492139532293,foryoupage,5
6629839492139532293,congress,2
6629839492139532293,alllivesmatter,3
6558406529480851461,duet,2
6815650735653504006,trend,2
112172396953866240,blm,2
112172396953866240,duet,2
112172396953866240,fyp,2
6819829452240765957,blacklivesmatter,4
6819829452240765957,duet,7
6748070576408101893,duet,4
6792902310135989254,duet,2
6841722533243601925,republican,4
6841722533243601925,duet,2
6841722533243601925,conservative,4
6841722533243601925,xyzbca,3
6841722533243601925,bluelivesmatter,4
6841722533243601925,trump2020,5
6841722533243601925,fyp,4
6841722533243601925,maga,4
6841722533243601925,allivesmatter,4
6721873501919200261,everylifematters,2
6721873501919200261,blm,3
6721873501919200261,theboys,5
6721873501919200261,duet,5
6721873501919200261,blacklivesmatter,4
6721873501919200261,alm,3
6721873501919200261,trump2020,4
6721873501919200261,whitelivesmatter,2
6721873501919200261,fyp,5
6721873501919200261,alllivesmatter,4
6836093664579060741,duet,2
6832561502227055621,viral,3
6832561502227055621,fyp,2
6832561502227055621,share,3
6832561502227055621,greenscreen,4
6832561502227055621,xyzbca,3
6832561502227055621,foryou,2
6832561502227055621,duet,4
6832561502227055621,foryoupage,4
6832561502227055621,rollerskating,2
6612353442709454854,republican,2
6612353442709454854,blm,2
6612353442709454854,backtheblue,2
6612353442709454854,godblessamerica,2
6612353442709454854,vibewithus,2
6612353442709454854,tiktokcooks,2
6612353442709454854,fyp,2
6612353442709454854,alllivesmatter,2
6738888856639652870,republican,5
6738888856639652870,duet,7
6738888856639652870,conservative,7
6738888856639652870,kag,4
6738888856639652870,trump2020,7
6738888856639652870,maga,5
6738888856639652870,donaldtrump,5
6738888856639652870,alllivesmatter,5
6557756281807962118,duet,2
6557756281807962118,backtheblue,3
6557756281807962118,texas,3
6557756281807962118,alllivesmatter,2
6783886492979168262,duet,3
6658410780214804485,alm,3
6658410780214804485,fypシ,2
6658410780214804485,adultmoney,2
6658410780214804485,fyp,3
6658410780214804485,tiktokfashionmonth,2
6787075208189903878,fyp,2
6787075208189903878,alllivesmatter,2
6765191672592303109,duet,3
6765191672592303109,policelivesmatter,2
6765191672592303109,america,2
6765191672592303109,summerproject,2
6837291599740060677,duet,2
6596849578107387909,trump2020,2
6786051046559351813,bluelivesmatter,2
6786051046559351813,wegotyoursix,2
6786051046559351813,redneckclan,2
6786051046559351813,ferdaclan,2
6786051046559351813,alllivesmatter,2
135005203744956416,policelivesmatter,2
135005203744956416,duet,5
135005203744956416,backtheblue,2
6624685146279460869,foryou,2
6624685146279460869,duet,2
6624685146279460869,fyp,3
6784883408829973510,duet,2
6775195385260344325,trump,2
6747768871799407621,anthonydia,2
6747768871799407621,duet,2
6747768871799407621,fyp,4
6747768871799407621,alllivesmatter,2
6747768871799407621,backtheblue,4
6814875866423149574,duet,2
6814875866423149574,trump2020,2
6814875866423149574,alllivesmatter,2
6567168696762155013,trump2020,3
6833098549468857349,duet,2
6703538266120078342,duet,2
6761145935810348037,thingreeneenline,2
6761145935810348037,blm,2
6761145935810348037,duet,5
6761145935810348037,thinredline,2
6761145935810348037,policelivesmatter,2
6761145935810348037,bluelivesmatter,3
6761145935810348037,thinblueline,2
6761145935810348037,trump2020,5
6761145935810348037,police,2
6761145935810348037,igotyoursix,2
6761145935810348037,alllivesmatterwhenblacklivesmatter,2
6761145935810348037,alllivesmatter,3
6761145935810348037,igotyour6,3
228420500081958912,ibacktheblue,2
228420500081958912,duet,3
228420500081958912,fypシ,2
228420500081958912,fyp,2
6532006729574531074,foryou,2
6532006729574531074,trump,2
6532006729574531074,trump2020,2
6532006729574531074,fyp,2
6532006729574531074,backtheblue,2
6791982650585940997,duet,2
6775682196557775877,trump2020,2
6775682196557775877,duet,2
6696577901237961733,igy6police,2
6696577901237961733,officerdia,2
6696577901237961733,policelivesmatter,3
6696577901237961733,thinblueline,2
6696577901237961733,blm,4
6696577901237961733,iwontsaysorryforrespectingtheblueline,4
6696577901237961733,bluelivesmatter,3
6696577901237961733,staysafeofficers,2
6696577901237961733,thinblue,3
6696577901237961733,refundthepolice,2
6696577901237961733,humanizethebadge,4
6696577901237961733,allcopsarebrave,2
6696577901237961733,igy6,2
6696577901237961733,policesupporter,2
6696577901237961733,duet,5
6696577901237961733,thinbluefamily,3
6696577901237961733,notallcopsarebad,2
6696577901237961733,alllivesmatter,2
6750310096562177030,goodcopsstillexist,2
6750310096562177030,bluelivesmatter,2
6750310096562177030,trump2020,2
6750310096562177030,fyp,4
6750310096562177030,alllivesmatter,2
6750310096562177030,backtheblue,2
6750793309301670917,backthegreen,2
6750793309301670917,notforjustice,2
6750793309301670917,alllivesmatter,3
6750793309301670917,backtheblue,2
98667101103529984,thinblue,2
98667101103529984,blakclivesmatter,2
98667101103529984,blacklivesmatter,2
98667101103529984,duet,3
98667101103529984,trump,2
98667101103529984,trump2020,5
98667101103529984,womenrights,2
98667101103529984,fyp,6
98667101103529984,alllivesmatter,6
98667101103529984,backtheblue,3
6660272198803472390,greenscreen,4
6660272198803472390,duet,6
6666599595986026502,duet,2
6666599595986026502,fyp,2
6832371324196865030,duet,3
6832371324196865030,backtheblue,2
6832371324196865030,trump2020,2
6832371324196865030,alllivesmatter,2
6791417957882643462,duet,2
6791417957882643462,bikeofficer,2
6791417957882643462,copsoftik,2
6744494024491959302,duet,2
6813529120791118853,duet,2
6813529120791118853,foryoupage,2
6813529120791118853,trump2020,2
6826457640290485254,duet,3
6563268466840076294,duet,4
6563268466840076294,trump2020,2
6588436998506790918,humanizethebadge,2
6588436998506790918,duet,2
6588436998506790918,policelivesmatter,2
6588436998506790918,thinblueline,3
6588436998506790918,fyp,2
6766241499409810437,fyp,2
6766241499409810437,duet,2
6766241499409810437,trump2020,2
6798543107330147333,duet,2
118313685596463104,viral,3
118313685596463104,fyp,3
118313685596463104,trending,3
118313685596463104,conservative,3
118313685596463104,fypシ,3
118313685596463104,foryou,3
118313685596463104,foryoupage,3
118313685596463104,trump2020,3
6632669940452524038,duet,3
6632669940452524038,foryoupage,3
6632669940452524038,fyp,3
6633109616900554758,fyp,2
6633848415544393734,duet,3
6663767614009147397,duet,4
15220837,duet,2
15220837,bluelivesmatter,2
15220837,trump2020,2
15220837,bluefamily,2
15220837,backtheblue,2
6815394841822168070,tattooedtrucker,2
6815394841822168070,trucking,2
6819059557667881989,duet,2
6682866050150925318,duet,2
6815607966511956997,duet,2
6531825801954857984,duet,2
6531825801954857984,trump2020,2
6791650792413545477,duet,2
6517771092990366735,duet,2
6517771092990366735,fyp,2
6742549799721436166,fyp,2
6783481242140591109,duet,2
6862568445013623813,duet,2
6662515251555500038,fyp,5
6662515251555500038,trending,3
6662515251555500038,backtheblue,3
6662515251555500038,bringit,2
6662515251555500038,foryou,3
6662515251555500038,duet,3
6662515251555500038,foryoupage,5
6662515251555500038,trump2020,2
6662515251555500038,alllivesmatter,2
6751834924933972998,duet,3
6751834924933972998,lovewins2020fam,2
6748877807164785670,duet,2
6748877807164785670,foryoupage,2
6748877807164785670,fyp,2
6662054812861923333,duet,2
6662054812861923333,trump2020,3
6662054812861923333,alllivesmatter,2
6806412051139085317,savethechildren,2
61326496954404864,trumptrain2020,2
61326496954404864,duet,3
61326496954404864,gaysfortrump,2
61326496954404864,bluelivesmatter,2
61326496954404864,thinblueline,2
61326496954404864,trump2020,2
61326496954404864,byefelicia,2
61326496954404864,backtheblue,2
6794156813056590854,democrats,2
6794156813056590854,viral,2
6794156813056590854,trumptrain,2
6794156813056590854,alllivesmatter,2
6674090665314518021,duet,2
6674090665314518021,igotyour6,2
6583384852280066053,duet,4
6633939349863219206,igy6,2
6633939349863219206,duet,3
6633939349863219206,fyp,2
6795543378760369158,republican,4
6795543378760369158,breonnataylor,3
6795543378760369158,conservative,4
6795543378760369158,xyzbca,3
6795543378760369158,conservativehypehouse,4
6795543378760369158,trump2020,4
6795543378760369158,latinosparatrump,4
6795543378760369158,fyp,4
6795543378760369158,maga,4
6640172531985907718,foryou,2
6640172531985907718,alllivesmatter,2
6735552254181508101,american,2
6735552254181508101,duet,4
6735552254181508101,trump,3
6735552254181508101,bluelivesmatter,2
6735552254181508101,patriot,2
6735552254181508101,backtheblue,2
6630551509510995973,foryoupage,2
6858845174224782341,backtheblue,5
6858845174224782341,policelivesmatter,10
6858845174224782341,thinblueline,5
6858845174224782341,trump2020,3
6858845174224782341,fyp,7
6858845174224782341,alllivesmatter,3
6858845174224782341,react,2
6774024963076408325,duet,2
6590778139792982022,euphoric,2
6590778139792982022,duet,5
6590778139792982022,savethechildren,2
6590778139792982022,foryoupage,5
6590778139792982022,christianstrongfam,2
6590778139792982022,fyp,5
6670153111586193413,duet,2
6822678071834346502,bluelivesmatter,3
6822678071834346502,fyp,2
6822678071834346502,humanizingthebadge,2
6574813046342385669,alllivesmatter,2
6574813046342385669,trump,3
6574813046342385669,conservative,3
6574813046342385669,duet,4
6574813046342385669,conservativehypehouse,3
6574813046342385669,trump2020,3
6697969064457454597,duet,2
6569976505445941254,duet,2
6762676180169655301,duet,2
6783724832401130501,duet,2
6630497524329316358,blmterrorist,2
6630497524329316358,alllivesmatterespeciallyanimals,2
6630497524329316358,blmlies,2
6630497524329316358,duet,7
6630497524329316358,redwhiteandblue,2
6630497524329316358,alllivesmatter,2
6630497524329316358,alllivesmatternotjustblacklives,2
6595612702999183365,duet,3
6595612702999183365,alllivesmatter,3
6830926221696009222,duet,2
6617716540014313477,duet,2
6668085386109419526,duet,2
68688437855342592,duet,3
6805354447457403910,duet,2
6824116954744407046,duet,2
6557673434221625349,greenscreensticker,2
6557673434221625349,greenscreen,2
6557673434221625349,duet,2
6669721870730231814,duet,4
6698722471284392965,duet,2
6622794875392786438,duet,2
6620955071231803397,duet,2
6835617710131741701,whiteguilt,2
6835617710131741701,whiterappers,2
6835617710131741701,fyp,2
6835617710131741701,blm,3
6835617710131741701,hiphop,2
6835617710131741701,rappers,2
6835617710131741701,whitelivesmatter,2
6835617710131741701,vibezone,2
6835617710131741701,duet,2
6835617710131741701,trump2020,3
6835617710131741701,alllivesmatter,4
6806108102511232006,duet,2
6813419200615482374,duet,2
6813419200615482374,trump2020,2
6813419200615482374,maga,2
6813419200615482374,backtheblue,2
6818782902173074438,duet,3
6818782902173074438,hilarious,2
6818782902173074438,celticpagan,2
6818782902173074438,fyp,2
6818782902173074438,tillvalhalla,2
6638658234440024069,duet,2
6687651189792654342,duet,2
6838024310352839686,duet,3
6770493096447738885,duet,2
6813974282013279237,duet,3
6672165643149950981,alllivesmatternotjustblacklives,2
6672165643149950981,alllivesmatter,2
6672165643149950981,duet,2
6549308560562459663,duet,3
6592331709777133573,duet,2
6592331709777133573,usa,2
6836489109387133958,duet,2
6555940088952995846,trumpnation,2
6555940088952995846,fyp,5
6555940088952995846,donaldtrump,2
6555940088952995846,presidenttrump,2
6555940088952995846,trumpsupporter,2
6555940088952995846,womenfortrump,2
6555940088952995846,republican,3
6555940088952995846,duet,4
6555940088952995846,trumptrain,2
6555940088952995846,trump2020,4
6555940088952995846,alllivesmatter,2
82716440591482880,duet,3
82716440591482880,momsoftiktok,2
82716440591482880,igy6,2
82716440591482880,fyp,3
82716440591482880,copsoftiktok,2
82716440591482880,alllivesmatter,2
82716440591482880,backtheblue,3
6606638580553646085,duet,3
6699672351205245957,duet,2
6735877055877399558,foryoupage,2
6735877055877399558,trump2020,2
6735877055877399558,fyp,2
6735877055877399558,alllivesmatter,2
6810559793281418245,duet,2
6792785597791912966,blm,2
6792785597791912966,leftwing,2
6820111596363793414,foryou,3
6820111596363793414,blacklivesmatter,2
6820111596363793414,duet,3
6820111596363793414,foryoupage,3
6820111596363793414,latinolivesmatter,2
6820111596363793414,asianlivesmatter,2
6820111596363793414,fy,2
6820111596363793414,whitelivesmatter,2
6820111596363793414,fyp,2
6820111596363793414,alllivesmatter,2
6669355050928701446,duet,3
6763080792576476166,savethebabies,2
6763080792576476166,trumpsquad2020,2
6763080792576476166,duet,2
6763080792576476166,republicanhypehouse,3
6763080792576476166,trump,2
6763080792576476166,policelivesmatter,2
6763080792576476166,trump2020,5
6763080792576476166,trumpsnotracist,2
6763080792576476166,alllivesmatter,3
6763080792576476166,alllivesmatternotjustblacklives,2
6843187097894192133,duet,2
6860290058042819590,duet,2
6860290058042819590,fyp,2
6817523350367618053,duet,2
6848406400223052806,duet,2
6808320377799918597,foryou,2
6808320377799918597,duet,4
6808320377799918597,foryoupage,2
6808320377799918597,alm,2
6808320377799918597,fypシ,2
6808320377799918597,ohio,2
6808320377799918597,foryourpage,2
6808320377799918597,fyp,2
6808320377799918597,maga,2
6808320377799918597,alllivesmatter,2
6808320377799918597,alllivesmatternotjustblacklives,2
6809147883276502021,duet,3
6791432501975843846,ibacktheblue,2
6791432501975843846,duet,3
6791432501975843846,thinblueline,2
6853163434152002566,duet,2
6637114586322370565,republican,2
6637114586322370565,duet,3
6637114586322370565,trump2020,2
6637114586322370565,democrat,2
6637114586322370565,slowcrow,2
6637114586322370565,conservativeinstigator,2
6637114586322370565,backtheblue,4
6767113809904698374,duet,5
6767113809904698374,getthelook,2
6767113809904698374,fyp,4
6767113809904698374,alllivesmatter,2
6745984245787935749,duet,3
6745984245787935749,notonething,2
6809456709041914885,trumpismypresident,2
6809456709041914885,duet,2
6809456709041914885,trump,3
6809456709041914885,kag,2
6809456709041914885,trump2020,4
6809456709041914885,backtheblue,3
6809456709041914885,votered,2
6632087095349542917,duet,2
6740117079716594694,trumptrain2020,4
6740117079716594694,duet,9
6740117079716594694,alllivesmatter,6
6740117079716594694,kag👊🇺🇸🇺🇸🇺🇸🇺🇸,2
6740117079716594694,wordsofwisdom,2
6740117079716594694,realtalkreallife,6
6740117079716594694,votered,2
6813446976744489990,foryou,2
6813446976744489990,duet,2
6813446976744489990,horrortok,2
6813446976744489990,foryoupage,2
6813446976744489990,policelivesmatter,2
6813446976744489990,thinblueline,2
6813446976744489990,merica,2
6813446976744489990,yup,2
6813446976744489990,igy6,2
6813446976744489990,fyp,2
6813446976744489990,love,2
6813446976744489990,doitifyourcool,2
6813446976744489990,igotyou,2
6810867146446652421,duet,3
6566387690290626565,mysticshieldpack,2
6566387690290626565,backtheblue,2
6612661549516095493,duet,7
6794071617564902406,duet,3
6794071617564902406,igy6,3
6794071617564902406,fyp,2
6794071617564902406,copsoftiktok,2
6794071617564902406,backtheblue,2
6826418999611786246,duet,2
6552335984028046336,fypシ,2
6552335984028046336,thinblueline,2
6552335984028046336,igy6,3
6552335984028046336,fyp,2
6552335984028046336,blueline,3
6852544101141873670,thinblueline,2
6852544101141873670,igy6,2
6852544101141873670,duet,2
6852544101141873670,backtheblue,2
6781928648788050950,duet,7
6781928648788050950,liberalssuck,2
6781928648788050950,fyp,2
6781928648788050950,react,2
6715928204056396805,foryou,3
6715928204056396805,duet,3
6715928204056396805,foryoupage,2
6715928204056396805,conservativehypehouse,2
6715928204056396805,bluelivesmatter,2
6715928204056396805,notallcopsarebad,2
6715928204056396805,fyp,2
6715928204056396805,backtheblue,2
6817231232041878533,ernurse,3
6817231232041878533,duet,2
6817231232041878533,nursesandcops,3
6817231232041878533,igy6,3
6817231232041878533,fyp,3
6817231232041878533,bluelinefamily,3
6817231232041878533,over40crowd,3
6774394334189192197,freedom,2
6774394334189192197,duet,4
6774394334189192197,progun,2
6774394334189192197,blmblacklives,2
6774394334189192197,trump2020,3
6797156443792835589,duet,2
6797156443792835589,thinblueline,2
6668767890236227590,duet,2
6668767890236227590,igy6,2
6668767890236227590,backtheblue,2
6538960232792462351,duet,2
6538960232792462351,gpm,2
6538960232792462351,igy6,2
6602897351688732677,duet,3
6788997458451645446,duet,4
6588912071953825798,duet,3
6806078134715663366,duet,2
6747086969614287878,duet,3
6537499920599880704,backtheblue2020,3
6537499920599880704,supportourpolice,2
6537499920599880704,duet,5
6537499920599880704,backtheblueforever,3
6537499920599880704,thinbluelinesupporter,3
6537499920599880704,thinblueline,3
6537499920599880704,backtheblueline,3
6537499920599880704,supportourcops,3
6749645849763431429,duet,2
6796098007085663238,duet,2
6715968776947254277,duet,3
6634294272764870662,duet,2
6656804257927168005,duet,2
6656804257927168005,thinblueline,2
6656804257927168005,igy6,2
6656804257927168005,backtheblue,2
6829827603073090566,leo,2
6829827603073090566,foryou,2
6829827603073090566,duet,2
6829827603073090566,trump2020,2
6829827603073090566,foryourpage,2
6829827603073090566,fyp,2
6829827603073090566,patriot,2
6829827603073090566,backtheblue,2
6599398311688601605,duet,2
6800420413648126981,duet,2
6800420413648126981,fyp,2
6844461085081584646,duet,2
6846798216047346693,duet,2
6846798216047346693,bluelivesmatter,2
6610546673771610117,duet,2
6722519647852233734,duet,2
6824709215891686405,duet,2
6824709215891686405,backtheblue,2
6772420787900515334,duet,2
6772420787900515334,igy6k9,2
6679676862345774085,duet,2
6652727419747663878,duet,2
6547086012785366031,duet,2
6776929289898591238,duet,2
6847635973380424709,duet,2
6820213056854590469,duet,2
6811256920675697669,blacklivesmatter,2
6811256920675697669,duet,4
6811256920675697669,fyp,3
6848321886054302726,backtheblue,2
6637573898483548166,justthinkwarrior,2
6863651784880587781,duet,2
6762520026647200773,greenscreen,2
6762520026647200773,duet,2
6865279716442702853,duet,2
6831567862432498693,duet,2
6808307103603295238,duet,2
6707000225477755909,duet,2
6819426389734933509,duet,2
212862968366358528,duet,2
6847985251723183110,duet,2
116734878678654976,duet,5
116734878678654976,fyp,2
6836420307810206726,fyp,2
6836420307810206726,duet,2
131982893345796096,duet,2
6845440769353368581,duet,2
6856451241158558725,duet,2
6666037354643996677,duet,2
6863979246717551622,duet,2
6863979246717551622,igy6,2
6650147617710014469,duet,2
6650147617710014469,trump2020,2
6729678519435428869,duet,2
6653993552043081733,fyp,2
6653993552043081733,protestors,2
6653993552043081733,alllivesmatterwhenblacklivesmatter,2
6653993552043081733,blacklivesmatter,6
6653993552043081733,duet,8
6841411761485497350,igy6blue,2
6841411761485497350,duet,3
6767383615624348678,spreadtheword,6
6767383615624348678,mikethecop,6
6767383615624348678,foryoupage,6
6767383615624348678,policelivesmatter,6
6767383615624348678,share,6
6767383615624348678,truth,6
6769792511961646085,foryou,2
6769792511961646085,rip,4
6769792511961646085,btb,2
6769792511961646085,police,2
6769792511961646085,backtheblue,5
6635317375359336453,neverforgotten,3
6635317375359336453,thankyou,3
6635317375359336453,💙🖤,3
6635317375359336453,police,9
6635317375359336453,fyp,8
6635317375359336453,backtheblue,9
6635317375359336453,leo,3
6635317375359336453,blm,6
6635317375359336453,policek9,7
6635317375359336453,bluelivesmatter,9
6635317375359336453,serve,3
6635317375359336453,xyzbca,6
6635317375359336453,igy6,6
6635317375359336453,humanizingthebadge,5
6635317375359336453,protect,3
6635317375359336453,foryou,6
6635317375359336453,rip,3
6635317375359336453,flag,3
6722191146628760582,thinblieline,3
6722191146628760582,foryoupage,2
6722191146628760582,xyzbca,3
6722191146628760582,bluelivesmatter,3
6722191146628760582,police,4
6722191146628760582,fyp,3
6722191146628760582,backtheblue,2
6655719644274475014,gotmilk,2
6655719644274475014,duet,4
6655719644274475014,wehavefamiliestoo,2
6655719644274475014,foryoupage,2
6655719644274475014,wearehuman,3
6655719644274475014,bluelivesmatter,2
6655719644274475014,redwhiteandbacktheblue,2
6655719644274475014,igy6,3
6655719644274475014,tellmyfamilyilovethem,2
6655719644274475014,alllivesmatter,3
6655719644274475014,backtheblue,4
6636678568288698374,igy6,2
6636678568288698374,bluelivesmatter,2
6720668941004325894,thinblueline,2
6720668941004325894,policestrong,2
6720668941004325894,fyp,2
6720668941004325894,takentoosoon,2
6720668941004325894,americacandobetter,2
6720668941004325894,wegotitfromhere,2
6842998701272761350,cops,4
6842998701272761350,theblueline,2
6842998701272761350,k9,3
6842998701272761350,thinblueline,2
6842998701272761350,fyp,4
6842998701272761350,backtheblue,8
6842998701272761350,futurepoliceofficer,2
6842998701272761350,love,2
6842998701272761350,copsoftiktok,6
6842998701272761350,funny,3
6842998701272761350,humanizethebadge,3
6842998701272761350,foryou,2
6842998701272761350,ourheros,2
6842998701272761350,backthebluealltheway,3
6858378334334927878,cops,8
6858378334334927878,alllivesmatter,2
6858378334334927878,thankyou,2
6858378334334927878,policelivesmatter,17
6858378334334927878,k9,3
6858378334334927878,thinblueline,4
6858378334334927878,police,15
6858378334334927878,fyp,17
6858378334334927878,cophumor,3
6858378334334927878,backtheblue,13
6858378334334927878,officerdown,2
6858378334334927878,dog,3
6858378334334927878,blm,2
6858378334334927878,bluelivesmatter,18
6858378334334927878,greenscreen,4
6858378334334927878,acab,2
6858378334334927878,copsoftiktok,8
6858378334334927878,funny,4
6858378334334927878,humanizethebadge,2
6858378334334927878,defendthepolice,11
6858378334334927878,feelinggood,2
6858378334334927878,igy6,4
6858378334334927878,humanizingthebadge,2
6858378334334927878,goodboy,2
6858378334334927878,policedog,2
6858378334334927878,duet,6
6858378334334927878,trump2020,5
6858378334334927878,beerme,2
6858378334334927878,cute,3
6808577976541512710,foryou,3
6808577976541512710,policelivesmatter,4
6808577976541512710,bluelivesmatter,3
6808577976541512710,4upage,2
6808577976541512710,fyp,3
6808577976541512710,copsoftiktok,4
6808577976541512710,humanizingthebadge,4
6777454983190610950,thinblueline,2
6808179929668600838,humanizethebadge,2
6808179929668600838,copsoftiktok,3
6808179929668600838,backtheblue,2
6819874751189353478,nonprofit,2
6819874751189353478,bluelivesmatter,2
6819874751189353478,copsoftiktok,2
6819874751189353478,humanizingthebadge,2
6819874751189353478,lawenforcement,2
6811700145090118662,backtheblue,2
6841571415850910725,duet,2
6841571415850910725,police,2
6841571415850910725,backtheblue,2
6757422352508552198,policelivesmatter,2
6757422352508552198,backtheblue,8
6757422352508552198,protectthepolice,3
6757422352508552198,bluelives,3
6757422352508552198,backtheblueforever,2
6757422352508552198,artskills,4
6757422352508552198,bluelivesmatter,6
6757422352508552198,backthepolice,4
6757422352508552198,homechef,3
6757422352508552198,replytocomments,3
6757422352508552198,alllivesmatter,7
6806460185272517637,cops,5
6806460185272517637,policeman,3
6806460185272517637,viral,2
6806460185272517637,sheepdog,2
6806460185272517637,policelivesmatter,7
6806460185272517637,police,6
6806460185272517637,officerdown,2
6806460185272517637,backtheblue,2
6806460185272517637,ptsd,4
6806460185272517637,bluelivesmatter,6
6806460185272517637,untilvalhalla,2
6806460185272517637,copsoftiktok,5
6806460185272517637,huminizethebadge,3
6806460185272517637,army,2
6806460185272517637,cop,2
6806460185272517637,policetiktok,3
6806460185272517637,vikings,2
6806460185272517637,milatary,2
6806460185272517637,ptsdawareness,7
6713482779840234502,duet,3
6713482779840234502,tiktokfamous,2
6713482779840234502,leowife,2
6782632405100856325,policelivesmatter,2
6769246828442485766,standupamerica,2
6769246828442485766,duet,2
6769246828442485766,bluelivesmatter,3
6769246828442485766,trump2020,3
6769246828442485766,gunsofalaska,2
6769246828442485766,wethepeople,3
6778580177649812486,riot,2
6778580177649812486,bluelivesmatter,3
6778580177649812486,thinblueline,3
6778580177649812486,hero,3
6778580177649812486,police,4
6778580177649812486,protectandserve,2
6860579279114748933,ibacktheblue,2
6860579279114748933,blm,2
6860579279114748933,bluelivesmatter,2
6860579279114748933,4u,2
6860579279114748933,fyp,2
6810424155029242886,policeoftiktok,2
6810424155029242886,policelivesmatter,2
6810424155029242886,bluelivesmatter,2
6810424155029242886,trump2020,2
6810424155029242886,southcarolina,2
6810424155029242886,backtheblue,2
6884794909635920902,duet,2
6725601178225280005,policelivesmatter,15
6725601178225280005,police,19
6725601178225280005,backtheblue,13
6725601178225280005,officerkingery,2
6725601178225280005,policeofficer,11
6725601178225280005,bluelivesmatter,5
6725601178225280005,heroes,5
6725601178225280005,awareness,2
6725601178225280005,defendnotdefund,8
6725601178225280005,hero,3
6725601178225280005,stopxthisxhate,2
6725601178225280005,humanizinggthebadge,13
6725601178225280005,itsnotajobitsacalling,4
6725601178225280005,igy6,17
6725601178225280005,fight,2
6725601178225280005,igotyoursix,2
6725601178225280005,humanizingthebadge,3
6725601178225280005,sylp,2
6794141640875230213,duet,4
6794141640875230213,foryoupage,2
6785856692279116805,duet,2
312079549104525312,duet,2
11734551,fyp,2
6605627803642036229,duet,2
6641323276105400326,redwhiteblue,2
6641323276105400326,bluelivesmatter,4
6641323276105400326,trump2020,4
6641323276105400326,backtheblue,3
6562873793340522502,foryou,4
6562873793340522502,duet,4
6562873793340522502,godblessamerica,2
6562873793340522502,bluelivesmatter,3
6562873793340522502,trump2020,3
6562873793340522502,alllivesmatter,3
6562873793340522502,makeliberalscryagain,3
6748859678472586245,duet,4
6748859678472586245,thinblueline,2
6748859678472586245,georgefloyd,2
6836784631972348934,bluelivesmatter,2
6554784377406078982,blacklivesmatter,2
6554784377406078982,foryoupage,2
6554784377406078982,bluelivesmatter,2
6554784377406078982,alllivesmatter,2
103352436097974272,duet,2
